Ref_Date,GEO,SEX,Weight_class,Weight_low,Weight_high,Weight_mid,Value
2002,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,5
2003,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,6
2004,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,6
2005,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,9
2006,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,7
2007,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,12
2008,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,10
2009,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,9
2010,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,7
2011,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,15
2012,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,3
2013,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,6
2014,Newfoundland and Labrador,Females,1250 to 1499 grams,1250,2,626,2
2000,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,7
2001,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,12
2002,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,5
2003,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,9
2004,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,13
2005,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,6
2006,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,6
2007,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,9
2008,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,11
2009,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,4
2010,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,14
2011,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,8
2012,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,7
2013,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,9
2014,Newfoundland and Labrador,Females,1500 to 1749 grams,1500,3,751.5,17
2000,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,15
2001,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,21
2002,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,17
2003,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,21
2004,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,18
2005,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,19
2006,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,20
2007,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,7
2008,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,16
2009,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,17
2010,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,23
2011,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,14
2012,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,21
2013,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,19
2014,Newfoundland and Labrador,Females,1750 to 1999 grams,1750,4,877,26
2000,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,24
2001,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,24
2002,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,36
2003,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,23
2004,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,28
2005,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,22
2006,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,22
2007,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,28
2008,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,32
2009,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,31
2010,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,38
2011,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,36
2012,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,27
2013,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,41
2014,Newfoundland and Labrador,Females,2000 to 2249 grams,2000,5,1002.5,26
2000,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,63
2001,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,50
2002,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,49
2003,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,58
2004,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,52
2005,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,55
2006,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,65
2007,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,61
2008,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,66
2009,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,50
2010,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,82
2011,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,55
2012,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,45
2013,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,54
2014,Newfoundland and Labrador,Females,2250 to 2499 grams,2250,6,1128,56
2000,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,102
2001,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,100
2002,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,102
2003,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,115
2004,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,94
2005,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,97
2006,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,104
2007,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,103
2008,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,130
2009,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,124
2010,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,105
2011,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,107
2012,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,123
2013,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,105
2014,Newfoundland and Labrador,Females,2500 to 2749 grams,2500,7,1253.5,113
2000,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,212
2001,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,217
2002,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,226
2003,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,187
2004,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,195
2005,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,197
2006,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,175
2007,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,219
2008,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,228
2009,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,248
2010,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,277
2011,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,229
2012,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,219
2013,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,232
2014,Newfoundland and Labrador,Females,2750 to 2999 grams,2750,8,1379,221
2000,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,377
2001,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,352
2002,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,306
2003,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,361
2004,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,328
2005,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,351
2006,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,357
2007,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,325
2008,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,386
2009,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,366
2010,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,365
2011,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,373
2012,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,379
2013,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,362
2014,Newfoundland and Labrador,Females,3000 to 3249 grams,3000,9,1504.5,394
2000,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,460
2001,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,444
2002,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,450
2003,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,464
2004,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,429
2005,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,434
2006,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,428
2007,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,482
2008,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,463
2009,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,471
2010,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,485
2011,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,453
2012,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,415
2013,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,458
2014,Newfoundland and Labrador,Females,3250 to 3499 grams,3250,10,1630,484
2000,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,434
2001,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,428
2002,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,460
2003,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,434
2004,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,389
2005,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,427
2006,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,372
2007,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,393
2008,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,431
2009,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,397
2010,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,412
2011,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,358
2012,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,367
2013,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,410
2014,Newfoundland and Labrador,Females,3500 to 3749 grams,3500,11,1755.5,424
2000,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,318
2001,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,313
2002,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,335
2003,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,305
2004,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,315
2005,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,297
2006,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,313
2007,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,292
2008,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,301
2009,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,323
2010,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,268
2011,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,273
2012,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,273
2013,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,268
2014,Newfoundland and Labrador,Females,3750 to 3999 grams,3750,12,1881,264
2000,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,178
2001,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,175
2002,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,172
2003,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,160
2004,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,163
2005,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,138
2006,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,162
2007,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,159
2008,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,188
2009,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,164
2010,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,158
2011,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,144
2012,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,127
2013,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,118
2014,Newfoundland and Labrador,Females,4000 to 4249 grams,4000,13,2006.5,136
2000,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,90
2001,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,83
2002,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,81
2003,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,75
2004,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,60
2005,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,69
2006,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,67
2007,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,63
2008,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,80
2009,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,66
2010,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,89
2011,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,70
2012,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,63
2013,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,65
2014,Newfoundland and Labrador,Females,4250 to 4499 grams,4250,14,2132,58
2000,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,34
2001,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,34
2002,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,36
2003,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,28
2004,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,33
2005,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,37
2006,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,24
2007,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,32
2008,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,27
2009,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,36
2010,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,27
2011,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,29
2012,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,16
2013,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,24
2014,Newfoundland and Labrador,Females,4500 to 4749 grams,4500,15,2257.5,26
2000,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,11
2001,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,10
2002,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,8
2003,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,9
2004,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,12
2005,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,12
2006,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,11
2007,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,17
2008,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,15
2009,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,8
2010,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,16
2011,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,14
2012,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,11
2013,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,7
2014,Newfoundland and Labrador,Females,4750 to 4999 grams,4750,16,2383,9
2000,Newfoundland and Labrador,Females,5000 to 5249 grams,5000,18,2509,1
2001,Newfoundland and Labrador,Females,5000 to 5249 grams,5000,18,2509,4
2002,Newfoundland and Labrador,Females,5000 to 5249 grams,5000,18,2509,7
2003,Newfoundland and Labrador,Females,5000 to 5249 grams,5000,18,2509,6
