Ref_Date,GEO,SEX,Weight_class,Weight_low,Weight_high,Weight_mid,Value
2005,Ontario,Females,4500 to 4749 grams,4500,15,2257.5,509
2006,Ontario,Females,4500 to 4749 grams,4500,15,2257.5,546
2007,Ontario,Females,4500 to 4749 grams,4500,15,2257.5,490
2008,Ontario,Females,4500 to 4749 grams,4500,15,2257.5,575
2009,Ontario,Females,4500 to 4749 grams,4500,15,2257.5,507
2010,Ontario,Females,4500 to 4749 grams,4500,15,2257.5,511
2011,Ontario,Females,4500 to 4749 grams,4500,15,2257.5,490
2012,Ontario,Females,4500 to 4749 grams,4500,15,2257.5,486
2013,Ontario,Females,4500 to 4749 grams,4500,15,2257.5,487
2014,Ontario,Females,4500 to 4749 grams,4500,15,2257.5,468
2000,Ontario,Females,4750 to 4999 grams,4750,16,2383,224
2001,Ontario,Females,4750 to 4999 grams,4750,16,2383,237
2002,Ontario,Females,4750 to 4999 grams,4750,16,2383,225
2003,Ontario,Females,4750 to 4999 grams,4750,16,2383,218
2004,Ontario,Females,4750 to 4999 grams,4750,16,2383,190
2005,Ontario,Females,4750 to 4999 grams,4750,16,2383,182
2006,Ontario,Females,4750 to 4999 grams,4750,16,2383,190
2007,Ontario,Females,4750 to 4999 grams,4750,16,2383,210
2008,Ontario,Females,4750 to 4999 grams,4750,16,2383,191
2009,Ontario,Females,4750 to 4999 grams,4750,16,2383,176
2010,Ontario,Females,4750 to 4999 grams,4750,16,2383,165
2011,Ontario,Females,4750 to 4999 grams,4750,16,2383,159
2012,Ontario,Females,4750 to 4999 grams,4750,16,2383,166
2013,Ontario,Females,4750 to 4999 grams,4750,16,2383,152
2014,Ontario,Females,4750 to 4999 grams,4750,16,2383,162
2000,Ontario,Females,5000 to 5249 grams,5000,18,2509,68
2001,Ontario,Females,5000 to 5249 grams,5000,18,2509,88
2002,Ontario,Females,5000 to 5249 grams,5000,18,2509,74
2003,Ontario,Females,5000 to 5249 grams,5000,18,2509,75
2004,Ontario,Females,5000 to 5249 grams,5000,18,2509,66
2005,Ontario,Females,5000 to 5249 grams,5000,18,2509,55
2006,Ontario,Females,5000 to 5249 grams,5000,18,2509,64
2007,Ontario,Females,5000 to 5249 grams,5000,18,2509,66
2008,Ontario,Females,5000 to 5249 grams,5000,18,2509,70
2009,Ontario,Females,5000 to 5249 grams,5000,18,2509,54
2010,Ontario,Females,5000 to 5249 grams,5000,18,2509,57
2011,Ontario,Females,5000 to 5249 grams,5000,18,2509,43
2012,Ontario,Females,5000 to 5249 grams,5000,18,2509,65
2013,Ontario,Females,5000 to 5249 grams,5000,18,2509,44
2014,Ontario,Females,5000 to 5249 grams,5000,18,2509,45
2000,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,30
2001,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,27
2002,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,29
2003,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,17
2004,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,20
2005,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,19
2006,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,19
2007,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,15
2008,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,20
2009,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,17
2010,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,13
2011,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,18
2012,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,14
2013,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,17
2014,Ontario,Females,5250 to 5499 grams,5250,19,2634.5,13
2000,Ontario,Females,5500 grams or more,5500,22,2761,16
2001,Ontario,Females,5500 grams or more,5500,22,2761,21
2002,Ontario,Females,5500 grams or more,5500,22,2761,9
2003,Ontario,Females,5500 grams or more,5500,22,2761,8
2004,Ontario,Females,5500 grams or more,5500,22,2761,11
2005,Ontario,Females,5500 grams or more,5500,22,2761,7
2006,Ontario,Females,5500 grams or more,5500,22,2761,7
2007,Ontario,Females,5500 grams or more,5500,22,2761,9
2008,Ontario,Females,5500 grams or more,5500,22,2761,13
2009,Ontario,Females,5500 grams or more,5500,22,2761,7
2010,Ontario,Females,5500 grams or more,5500,22,2761,10
2011,Ontario,Females,5500 grams or more,5500,22,2761,5
2012,Ontario,Females,5500 grams or more,5500,22,2761,9
2013,Ontario,Females,5500 grams or more,5500,22,2761,10
2014,Ontario,Females,5500 grams or more,5500,22,2761,10
2000,Manitoba,Males,less than 500 grams,0,17,8.5,4
2001,Manitoba,Males,less than 500 grams,0,17,8.5,5
2002,Manitoba,Males,less than 500 grams,0,17,8.5,8
2003,Manitoba,Males,less than 500 grams,0,17,8.5,18
2004,Manitoba,Males,less than 500 grams,0,17,8.5,12
2005,Manitoba,Males,less than 500 grams,0,17,8.5,12
2006,Manitoba,Males,less than 500 grams,0,17,8.5,6
2007,Manitoba,Males,less than 500 grams,0,17,8.5,14
2008,Manitoba,Males,less than 500 grams,0,17,8.5,14
2009,Manitoba,Males,less than 500 grams,0,17,8.5,9
2010,Manitoba,Males,less than 500 grams,0,17,8.5,10
2011,Manitoba,Males,less than 500 grams,0,17,8.5,11
2012,Manitoba,Males,less than 500 grams,0,17,8.5,8
2013,Manitoba,Males,less than 500 grams,0,17,8.5,12
2014,Manitoba,Males,less than 500 grams,0,17,8.5,10
2000,Manitoba,Males,500 to 749 grams,500,20,260,9
2001,Manitoba,Males,500 to 749 grams,500,20,260,25
2002,Manitoba,Males,500 to 749 grams,500,20,260,16
2003,Manitoba,Males,500 to 749 grams,500,20,260,14
2004,Manitoba,Males,500 to 749 grams,500,20,260,9
2005,Manitoba,Males,500 to 749 grams,500,20,260,9
2006,Manitoba,Males,500 to 749 grams,500,20,260,15
2007,Manitoba,Males,500 to 749 grams,500,20,260,17
2008,Manitoba,Males,500 to 749 grams,500,20,260,13
2009,Manitoba,Males,500 to 749 grams,500,20,260,11
2010,Manitoba,Males,500 to 749 grams,500,20,260,14
2011,Manitoba,Males,500 to 749 grams,500,20,260,14
2012,Manitoba,Males,500 to 749 grams,500,20,260,7
2013,Manitoba,Males,500 to 749 grams,500,20,260,15
2014,Manitoba,Males,500 to 749 grams,500,20,260,18
2000,Manitoba,Males,750 to 999 grams,750,21,385.5,13
2001,Manitoba,Males,750 to 999 grams,750,21,385.5,11
2002,Manitoba,Males,750 to 999 grams,750,21,385.5,16
2003,Manitoba,Males,750 to 999 grams,750,21,385.5,12
2004,Manitoba,Males,750 to 999 grams,750,21,385.5,12
2005,Manitoba,Males,750 to 999 grams,750,21,385.5,12
2006,Manitoba,Males,750 to 999 grams,750,21,385.5,14
2007,Manitoba,Males,750 to 999 grams,750,21,385.5,13
2008,Manitoba,Males,750 to 999 grams,750,21,385.5,20
2009,Manitoba,Males,750 to 999 grams,750,21,385.5,15
2010,Manitoba,Males,750 to 999 grams,750,21,385.5,19
2011,Manitoba,Males,750 to 999 grams,750,21,385.5,19
2012,Manitoba,Males,750 to 999 grams,750,21,385.5,13
2013,Manitoba,Males,750 to 999 grams,750,21,385.5,25
2014,Manitoba,Males,750 to 999 grams,750,21,385.5,20
2000,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,18
2001,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,18
2002,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,20
2003,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,14
2004,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,10
2005,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,22
2006,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,17
2007,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,15
2008,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,16
2009,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,20
2010,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,20
2011,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,15
2012,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,21
2013,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,22
2014,Manitoba,Males,1000 to 1249 grams,1000,1,500.5,9
2000,Manitoba,Males,1250 to 1499 grams,1250,2,626,25
2001,Manitoba,Males,1250 to 1499 grams,1250,2,626,27
2002,Manitoba,Males,1250 to 1499 grams,1250,2,626,18
2003,Manitoba,Males,1250 to 1499 grams,1250,2,626,18
2004,Manitoba,Males,1250 to 1499 grams,1250,2,626,25
2005,Manitoba,Males,1250 to 1499 grams,1250,2,626,15
2006,Manitoba,Males,1250 to 1499 grams,1250,2,626,26
2007,Manitoba,Males,1250 to 1499 grams,1250,2,626,16
2008,Manitoba,Males,1250 to 1499 grams,1250,2,626,28
2009,Manitoba,Males,1250 to 1499 grams,1250,2,626,26
2010,Manitoba,Males,1250 to 1499 grams,1250,2,626,16
2011,Manitoba,Males,1250 to 1499 grams,1250,2,626,20
2012,Manitoba,Males,1250 to 1499 grams,1250,2,626,26
2013,Manitoba,Males,1250 to 1499 grams,1250,2,626,18
2014,Manitoba,Males,1250 to 1499 grams,1250,2,626,22
2000,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,24
2001,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,21
2002,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,31
2003,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,31
2004,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,30
2005,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,35
2006,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,35
2007,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,39
2008,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,21
2009,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,33
2010,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,37
2011,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,33
2012,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,42
2013,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,43
2014,Manitoba,Males,1500 to 1749 grams,1500,3,751.5,36
2000,Manitoba,Males,1750 to 1999 grams,1750,4,877,51
2001,Manitoba,Males,1750 to 1999 grams,1750,4,877,44
2002,Manitoba,Males,1750 to 1999 grams,1750,4,877,57
2003,Manitoba,Males,1750 to 1999 grams,1750,4,877,47
2004,Manitoba,Males,1750 to 1999 grams,1750,4,877,39
2005,Manitoba,Males,1750 to 1999 grams,1750,4,877,39
2006,Manitoba,Males,1750 to 1999 grams,1750,4,877,55
2007,Manitoba,Males,1750 to 1999 grams,1750,4,877,54
2008,Manitoba,Males,1750 to 1999 grams,1750,4,877,37
2009,Manitoba,Males,1750 to 1999 grams,1750,4,877,48
2010,Manitoba,Males,1750 to 1999 grams,1750,4,877,52
2011,Manitoba,Males,1750 to 1999 grams,1750,4,877,63
2012,Manitoba,Males,1750 to 1999 grams,1750,4,877,69
2013,Manitoba,Males,1750 to 1999 grams,1750,4,877,52
2014,Manitoba,Males,1750 to 1999 grams,1750,4,877,58
2000,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,83
2001,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,69
2002,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,61
2003,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,80
2004,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,97
2005,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,70
2006,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,94
2007,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,81
2008,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,99
2009,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,81
2010,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,77
2011,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,89
2012,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,103
2013,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,109
2014,Manitoba,Males,2000 to 2249 grams,2000,5,1002.5,95
2000,Manitoba,Males,2250 to 2499 grams,2250,6,1128,137
2001,Manitoba,Males,2250 to 2499 grams,2250,6,1128,153
2002,Manitoba,Males,2250 to 2499 grams,2250,6,1128,139
2003,Manitoba,Males,2250 to 2499 grams,2250,6,1128,143
2004,Manitoba,Males,2250 to 2499 grams,2250,6,1128,151
2005,Manitoba,Males,2250 to 2499 grams,2250,6,1128,150
2006,Manitoba,Males,2250 to 2499 grams,2250,6,1128,161
2007,Manitoba,Males,2250 to 2499 grams,2250,6,1128,161
2008,Manitoba,Males,2250 to 2499 grams,2250,6,1128,173
2009,Manitoba,Males,2250 to 2499 grams,2250,6,1128,184
2010,Manitoba,Males,2250 to 2499 grams,2250,6,1128,186
2011,Manitoba,Males,2250 to 2499 grams,2250,6,1128,185
2012,Manitoba,Males,2250 to 2499 grams,2250,6,1128,189
2013,Manitoba,Males,2250 to 2499 grams,2250,6,1128,185
2014,Manitoba,Males,2250 to 2499 grams,2250,6,1128,205
2000,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,267
2001,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,238
2002,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,281
2003,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,269
2004,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,270
2005,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,313
2006,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,347
2007,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,302
2008,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,303
2009,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,332
2010,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,339
2011,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,348
2012,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,385
2013,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,379
2014,Manitoba,Males,2500 to 2749 grams,2500,7,1253.5,369
2000,Manitoba,Males,2750 to 2999 grams,2750,8,1379,515
2001,Manitoba,Males,2750 to 2999 grams,2750,8,1379,500
2002,Manitoba,Males,2750 to 2999 grams,2750,8,1379,500
2003,Manitoba,Males,2750 to 2999 grams,2750,8,1379,476
2004,Manitoba,Males,2750 to 2999 grams,2750,8,1379,509
2005,Manitoba,Males,2750 to 2999 grams,2750,8,1379,508
2006,Manitoba,Males,2750 to 2999 grams,2750,8,1379,579
2007,Manitoba,Males,2750 to 2999 grams,2750,8,1379,587
2008,Manitoba,Males,2750 to 2999 grams,2750,8,1379,582
2009,Manitoba,Males,2750 to 2999 grams,2750,8,1379,616
2010,Manitoba,Males,2750 to 2999 grams,2750,8,1379,620
2011,Manitoba,Males,2750 to 2999 grams,2750,8,1379,604
2012,Manitoba,Males,2750 to 2999 grams,2750,8,1379,640
2013,Manitoba,Males,2750 to 2999 grams,2750,8,1379,694
2014,Manitoba,Males,2750 to 2999 grams,2750,8,1379,689
2000,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,860
2001,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,907
2002,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,863
2003,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,884
2004,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,869
2005,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,897
2006,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,946
2007,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,1052
2008,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,960
2009,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,1109
2010,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,1054
2011,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,1142
2012,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,1204
2013,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,1175
2014,Manitoba,Males,3000 to 3249 grams,3000,9,1504.5,1282
2000,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1306
2001,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1212
2002,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1319
2003,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1251
2004,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1232
2005,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1295
2006,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1289
2007,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1408
2008,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1353
2009,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1454
2010,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1461
2011,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1433
2012,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1572
2013,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1606
2014,Manitoba,Males,3250 to 3499 grams,3250,10,1630,1622
2000,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1332
2001,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1281
2002,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1340
2003,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1314
2004,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1308
2005,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1378
2006,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1373
2007,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1406
2008,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1477
2009,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1541
2010,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1545
2011,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1507
2012,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1564
2013,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1538
2014,Manitoba,Males,3500 to 3749 grams,3500,11,1755.5,1599
2000,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1162
2001,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1173
2002,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1106
2003,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1131
2004,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1103
2005,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1084
2006,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1121
2007,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1174
2008,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1267
2009,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1197
2010,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1253
2011,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1234
2012,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1228
2013,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1244
2014,Manitoba,Males,3750 to 3999 grams,3750,12,1881,1257
2000,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,710
2001,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,719
2002,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,710
2003,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,710
2004,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,704
2005,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,655
2006,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,671
2007,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,708
2008,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,740
2009,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,689
2010,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,718
2011,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,674
2012,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,669
2013,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,678
2014,Manitoba,Males,4000 to 4249 grams,4000,13,2006.5,731
2000,Manitoba,Males,4250 to 4499 grams,4250,14,2132,417
2001,Manitoba,Males,4250 to 4499 grams,4250,14,2132,410
2002,Manitoba,Males,4250 to 4499 grams,4250,14,2132,423
2003,Manitoba,Males,4250 to 4499 grams,4250,14,2132,424
2004,Manitoba,Males,4250 to 4499 grams,4250,14,2132,413
2005,Manitoba,Males,4250 to 4499 grams,4250,14,2132,398
2006,Manitoba,Males,4250 to 4499 grams,4250,14,2132,399
2007,Manitoba,Males,4250 to 4499 grams,4250,14,2132,440
2008,Manitoba,Males,4250 to 4499 grams,4250,14,2132,427
2009,Manitoba,Males,4250 to 4499 grams,4250,14,2132,411
2010,Manitoba,Males,4250 to 4499 grams,4250,14,2132,391
2011,Manitoba,Males,4250 to 4499 grams,4250,14,2132,383
2012,Manitoba,Males,4250 to 4499 grams,4250,14,2132,383
2013,Manitoba,Males,4250 to 4499 grams,4250,14,2132,393
2014,Manitoba,Males,4250 to 4499 grams,4250,14,2132,378
2000,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,190
2001,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,193
2002,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,196
2003,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,183
2004,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,189
2005,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,183
2006,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,173
2007,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,207
2008,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,187
2009,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,197
2010,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,171
2011,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,175
2012,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,160
2013,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,183
2014,Manitoba,Males,4500 to 4749 grams,4500,15,2257.5,142
2000,Manitoba,Males,4750 to 4999 grams,4750,16,2383,79
2001,Manitoba,Males,4750 to 4999 grams,4750,16,2383,62
2002,Manitoba,Males,4750 to 4999 grams,4750,16,2383,69
2003,Manitoba,Males,4750 to 4999 grams,4750,16,2383,78
2004,Manitoba,Males,4750 to 4999 grams,4750,16,2383,81
2005,Manitoba,Males,4750 to 4999 grams,4750,16,2383,61
2006,Manitoba,Males,4750 to 4999 grams,4750,16,2383,67
2007,Manitoba,Males,4750 to 4999 grams,4750,16,2383,81
2008,Manitoba,Males,4750 to 4999 grams,4750,16,2383,79
2009,Manitoba,Males,4750 to 4999 grams,4750,16,2383,72
2010,Manitoba,Males,4750 to 4999 grams,4750,16,2383,68
2011,Manitoba,Males,4750 to 4999 grams,4750,16,2383,55
2012,Manitoba,Males,4750 to 4999 grams,4750,16,2383,80
2013,Manitoba,Males,4750 to 4999 grams,4750,16,2383,62
2014,Manitoba,Males,4750 to 4999 grams,4750,16,2383,66
2000,Manitoba,Males,5000 to 5249 grams,5000,18,2509,25
2001,Manitoba,Males,5000 to 5249 grams,5000,18,2509,24
2002,Manitoba,Males,5000 to 5249 grams,5000,18,2509,24
2003,Manitoba,Males,5000 to 5249 grams,5000,18,2509,26
2004,Manitoba,Males,5000 to 5249 grams,5000,18,2509,28
2005,Manitoba,Males,5000 to 5249 grams,5000,18,2509,24
2006,Manitoba,Males,5000 to 5249 grams,5000,18,2509,21
2007,Manitoba,Males,5000 to 5249 grams,5000,18,2509,16
2008,Manitoba,Males,5000 to 5249 grams,5000,18,2509,41
2009,Manitoba,Males,5000 to 5249 grams,5000,18,2509,28
2010,Manitoba,Males,5000 to 5249 grams,5000,18,2509,27
2011,Manitoba,Males,5000 to 5249 grams,5000,18,2509,21
2012,Manitoba,Males,5000 to 5249 grams,5000,18,2509,23
2013,Manitoba,Males,5000 to 5249 grams,5000,18,2509,14
2014,Manitoba,Males,5000 to 5249 grams,5000,18,2509,24
2000,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,7
2001,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,9
2002,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,14
2003,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,7
2004,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,9
2005,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,6
2006,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,7
2007,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,13
2008,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,12
2009,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,8
2010,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,8
2011,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,5
2012,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,6
2013,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,11
2014,Manitoba,Males,5250 to 5499 grams,5250,19,2634.5,9
2000,Manitoba,Males,5500 grams or more,5500,22,2761,6
2001,Manitoba,Males,5500 grams or more,5500,22,2761,4
2002,Manitoba,Males,5500 grams or more,5500,22,2761,3
2003,Manitoba,Males,5500 grams or more,5500,22,2761,3
2004,Manitoba,Males,5500 grams or more,5500,22,2761,9
2005,Manitoba,Males,5500 grams or more,5500,22,2761,0
2006,Manitoba,Males,5500 grams or more,5500,22,2761,7
2007,Manitoba,Males,5500 grams or more,5500,22,2761,7
2008,Manitoba,Males,5500 grams or more,5500,22,2761,6
2009,Manitoba,Males,5500 grams or more,5500,22,2761,7
2010,Manitoba,Males,5500 grams or more,5500,22,2761,1
2011,Manitoba,Males,5500 grams or more,5500,22,2761,8
2012,Manitoba,Males,5500 grams or more,5500,22,2761,3
2013,Manitoba,Males,5500 grams or more,5500,22,2761,7
2014,Manitoba,Males,5500 grams or more,5500,22,2761,6
2000,Manitoba,Females,less than 500 grams,0,17,8.5,8
2001,Manitoba,Females,less than 500 grams,0,17,8.5,1
2002,Manitoba,Females,less than 500 grams,0,17,8.5,8
2003,Manitoba,Females,less than 500 grams,0,17,8.5,12
2004,Manitoba,Females,less than 500 grams,0,17,8.5,10
2005,Manitoba,Females,less than 500 grams,0,17,8.5,14
2006,Manitoba,Females,less than 500 grams,0,17,8.5,10
2007,Manitoba,Females,less than 500 grams,0,17,8.5,8
2008,Manitoba,Females,less than 500 grams,0,17,8.5,10
2009,Manitoba,Females,less than 500 grams,0,17,8.5,7
2010,Manitoba,Females,less than 500 grams,0,17,8.5,10
2011,Manitoba,Females,less than 500 grams,0,17,8.5,12
2012,Manitoba,Females,less than 500 grams,0,17,8.5,10
2013,Manitoba,Females,less than 500 grams,0,17,8.5,4
2014,Manitoba,Females,less than 500 grams,0,17,8.5,11
2000,Manitoba,Females,500 to 749 grams,500,20,260,11
2001,Manitoba,Females,500 to 749 grams,500,20,260,11
2002,Manitoba,Females,500 to 749 grams,500,20,260,8
2003,Manitoba,Females,500 to 749 grams,500,20,260,13
2004,Manitoba,Females,500 to 749 grams,500,20,260,15
2005,Manitoba,Females,500 to 749 grams,500,20,260,9
2006,Manitoba,Females,500 to 749 grams,500,20,260,17
2007,Manitoba,Females,500 to 749 grams,500,20,260,12
2008,Manitoba,Females,500 to 749 grams,500,20,260,13
2009,Manitoba,Females,500 to 749 grams,500,20,260,19
